"id","name","os","status","account","dept","division","owner","storage","cpu","memory"
"3806","sf-infranode444","Windows","Active","R524870","CIT","Systems & Operations","ljc1","129","1 Physical, 1 Logical","2047 (2048)"
"3807","vdi04.serverfarm.cornell.edu","ESX","Active","R524890","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided ()"
"3808","vdi06.serverfarm.cornell.edu","ESX","Active","R524890","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided ()"
"3809","vdi08.serverfarm.cornell.edu","ESX","Active","R524890","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided ()"
"3810","vdi10.serverfarm.cornell.edu","ESX","Active","R524890","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided ()"
"3811","vdi05.serverfarm.cornell.edu","ESX","Active","R524890","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided ()"
"3812","vdi07.serverfarm.cornell.edu","ESX","Active","R524890","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided ()"
"3813","vdi09.serverfarm.cornell.edu","ESX","Active","R524890","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided ()"
"3814","vdi11.serverfarm.cornell.edu","ESX","Active","R524890","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided ()"
"3815","sf-xcapps-np005.serverfarm.cornell.edu","Linux","Active","R704750","CIT","Information Systems","vm57","101","1 physical, 1 logical","992 (1024)"
"3816","stohopper","Windows","Gone","R073875","Cornell Business Services","CAMPUS STORE-SYSTEMS OPERATIONS","kdd6","69","1 Physical, 1 Logical","4095 ()"
"3817","rambutan01","Windows","Gone","R073875","Cornell Business Services","CAMPUS STORE-SYSTEMS OPERATIONS","kdd6","139","2 Physical, 2 Logical","4095 ()"
"3818","rambutan02","Windows","Gone","R073875","Cornell Business Services","CAMPUS STORE-SYSTEMS OPERATIONS","kdd6","79","2 Physical, 2 Logical","2047 ()"
"3819","sf-hberry10","Windows","Active","R704710","CIT","IT Security","se10","119","2 Physical, 2 Logical","16383 (16384)"
"3820","sf-ecm-np013","Windows","Active","R704750","CIT","Information Systems","vm57","119","2 Physical, 2 Logical","4095 (4096)"
"3821","ad7","Windows","Active","R704710","CIT","IT Security","se10","279","2 Physical, 32 Logical","32733 ()"
"3822","ad8","Windows","Active","R704710","CIT","IT Security","se10","279","2 Physical, 32 Logical","32733 ()"
"3823","sf-sas-db-011","Windows","Active","G123008","SAS IT Enterprise","","mm129","149","2 Physical, 2 Logical","8191 (8192)"
"3824","webhost033.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","zj52","76","2 physical, 2 logical","7868 (8192)"
"3825","webhost034.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","zj52","76","2 physical, 2 logical","7868 (8192)"
"3826","acano","Appliance","Co-Hosted","R534713","CIT","Network & Communication Services","amp53","0","Not Provided","Not Provided (8192)"
"3827","pangaea03.serverfarm.cornell.edu","ESX","Gone","R524850","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided (98269)"
"3828","sf-fs-srv-025","Windows","Active","G413704","FACILITIES OPERATIONS","","tdd29","149","1 Physical, 1 Logical","2047 (2048)"
"3829","sf-margarine02","Windows","Gone","R524883","CIT","Systems & Operations","psz1","139","2 Physical, 4 Logical","10239 (10240)"
"3830","sf-itsdl2001","Windows","Decommission","R554771","CIT","Academic Technology Services & User Support","mdr23","0","Not Provided","Not Provided (2048)"
"3831","titan04.serverfarm.cornell.edu","Linux","Active","R504704","CIT","IT Security","gl89","136","1 physical, 1 logical","992 (1024)"
"3832","webhost035.serverfarm.cornell.edu","Linux","Active","S103200","SURVEY RESEARCH INSTITUTE","ILR","xx37","76","1 physical, 1 logical","3828 (4096)"
"3833","webhost036.serverfarm.cornell.edu","Linux","Active","S103200","SURVEY RESEARCH INSTITUTE","ILR","xx37","76","4 physical, 4 logical","7868 (8192)"
"3834","oxton145.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","150","1 physical, 1 logical","3828 (4096)"
"3835","oxton146.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","155","1 physical, 1 logical","3828 (4096)"
"3836","lib-usda-01.serverfarm.cornell.edu","Linux","Active","L918741","CALS Mann Library","","cam2","116","2 physical, 2 logical","7868 (8192)"
"3837","lib-usda-02.serverfarm.cornell.edu","Linux","Active","L918741","CALS Mann Library","","cam2","116","2 physical, 2 logical","7868 (8192)"
"3838","equestrian1-60d.net.cornell.edu","Appliance","Gone"," "," "," ","ljc1","0","Not Provided","Not Provided ()"
"3840","sf-teste2013-03","Windows","Active","R524717","CIT","Support","pb10","359","2 Physical, 2 Logical","16383 (16384)"
"3841","sf-teste2013-04","Windows","Active","R524717","CIT","Support","pb10","359","2 Physical, 2 Logical","16383 (16384)"
"3842","sf-teste2013-05","Windows","Active","R524717","CIT","Support","pb10","359","2 Physical, 2 Logical","16383 (16384)"
"3843","sf-teste2013-06","Windows","Active","R524717","CIT","Support","pb10","359","2 Physical, 2 Logical","16383 (16384)"
"3844","sf-hberry11","Windows","Active","R704710","CIT","IT Security","se10","199","4 Physical, 4 Logical","32767 (32768)"
"3845","oxton147.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","232","1 physical, 1 logical","3828 (4096)"
"3846","oxton148.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","171","2 physical, 2 logical","7868 (8192)"
"3847","sf-thompson15","Windows","Active","R524881","CIT","Systems & Operations","frb29","159","8 Physical, 8 Logical","16383 (16384)"
"3848","ilr-rochester1-60d.net.cornell.edu","Appliance","Gone"," "," "," ","ljc1","0","Not Provided","Not Provided ()"
"3849","bbpreview01.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","vm57","258","3 physical, 3 logical","15947 (16384)"
"3850","bmw122.serverfarm.cornell.edu","Linux","Gone","R534702","CIT","Information Systems","gm228","647","2 physical, 2 logical","7868 (8192)"
"3851","sf-agsouth-007","Windows","Active","1103784","CALS","","ams323","579","1 Physical, 1 Logical","8191 (8192)"
"3852","sf-itsdl2002","Windows","Active","R554771","CIT","Academic Technology Services & User Support","mdr23","179","1 Physical, 1 Logical","2047 (2048)"
"3853","sf-dfacit-wb-02","Windows","Active","G104700","FINANCIAL SYSTEMS","","sjc37","109","2 Physical, 2 Logical","4095 (4096)"
"3854","sweden06.serverfarm.cornell.edu","ESX","Active","R524850","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided (393181)"
"3856","acadtech13.serverfarm.cornell.edu","Linux","Active","R554722","CIT","Academic Technology Services & User Support","tam42","116","1 physical, 1 logical","1873 (2048)"
"3858","webhost037.serverfarm.cornell.edu","Linux","Active","3013746","CHE - Human Development","","rar28","106","1 physical, 1 logical","3828 (4096)"
"3859","netman10.serverfarm.cornell.edu","Linux","Active","R532514","CIT","Network & Communication Services","ljc1","57","1 physical, 1 logical","992 (1024)"
"3860","webhost038.serverfarm.cornell.edu","Linux","Gone","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","1873 (2048)"
"3861","webhost039.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","1873 (2048)"
"3862","webhost040.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","1873 (2048)"
"3863","webhost041.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","1873 (2048)"
"3864","webhost042.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","81","2 physical, 2 logical","3828 (4096)"
"3865","webhost043.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","81","2 physical, 2 logical","3828 (4096)"
"3866","xwebhost017.serverfarm.cornell.edu","Linux","Gone","R704755","CIT","Information Systems","sml34","77","1 physical, 1 logical","1873 (2048)"
"3867","webhost044.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","bgl1","76","2 physical, 2 logical","3828 (4096)"
"3868","pcoipmc","Appliance","Co-Hosted","R554702","CIT","Office of Administration","amb3","0","Not Provided","Not Provided (1024)"
"3869","kinglet.ornith.cornell.edu","Linux","Active","1718460","LABORATORY OF ORNITHOLOGY","","jag73","1433","2 physical, 32 logical","387566 ()"
"3870","sf-lib-its-002.serverfarm.cornell.edu","Linux","Gone","L914706","CALS Mann Library","","cam2","117","2 physical, 2 logical","3828 (4096)"
"3871","sf-lib-inf-006.serverfarm.cornell.edu","Linux","Active","L854711","DIGITAL LIBRARY AND INFORM TECH","","cam2","236","2 physical, 2 logical","3828 (4096)"
"3872","sf-lib-app-016.serverfarm.cornell.edu","Linux","Active","L918307","OLIN Library","","cam2","155","2 physical, 2 logical","3828 (4096)"
"3873","colt03.serverfarm.cornell.edu","Linux","Active","R524881","CIT","Systems & Operations","bnm3","86","1 physical, 1 logical","1873 (2048)"
"3874","sf-infranode445.serverfarm.cornell.edu","Linux","Active","R524870","CIT","Systems & Operations","ljc1","57","2 physical, 2 logical","1873 (2048)"
"3875","sf-sas-web-111.serverfarm.cornell.edu","Linux","Gone","G123008","SAS IT Enterprise","","mm129","135","2 physical, 2 logical","7868 (8192)"
"3876","sf-sas-web-112.serverfarm.cornell.edu","Linux","Gone","G123008","SAS IT Enterprise","","mm129","135","2 physical, 2 logical","7868 (8192)"
"3877","sf-sas-db-105.serverfarm.cornell.edu","Linux","Gone","G123008","SAS IT Enterprise","","mm129","116","2 physical, 2 logical","7868 (8192)"
"3878","sf-vm-web-004","Windows","Active","4053748","VET COMPUTING SERVICES","","afm2","149","1 Physical, 1 Logical","8191 (8192)"
"3879","sf-vm-spdv-002","Windows","Gone","4053748","VET COMPUTING SERVICES","","afm2","179","1 Physical, 1 Logical","4095 (4096)"
"3880","sf-ps-015.serverfarm.cornell.edu","Linux","Active","R704750","CIT","Information Systems","vm57","96","2 physical, 2 logical","3828 (4096)"
"3881","sf-en-res-005.serverfarm.cornell.edu","Linux","Active","JTC3800","ENGINEERING OIT - TECHNION","","da10","116","2 physical, 2 logical","1873 (2048)"
"3882","uris1b-60c.net.cornell.edu","Appliance","Gone"," "," "," ","ljc1","0","Not Provided","Not Provided ()"
"3883","bmw123.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","116","1 physical, 1 logical","3828 (4096)"
"3884","webhost045.serverfarm.cornell.edu","Linux","Active","1103704","CALS","","map18","81","1 physical, 1 logical","1873 (2048)"
"3885","sf-infranode446.serverfarm.cornell.edu","Linux","Active","R524870","CIT","Systems & Operations","ljc1","185","2 physical, 2 logical","3828 (4096)"
"3886","sf-ecm-np014","Windows","Active","R704750","CIT","Information Systems","vm57","119","2 Physical, 4 Logical","4095 (4096)"
"3887","sf-ecm-np015","Windows","Active","R704750","CIT","Information Systems","vm57","119","2 Physical, 4 Logical","4095 (4096)"
"3888","sf-ecm-003","Windows","Active","R704750","CIT","Information Systems","vm57","119","2 Physical, 4 Logical","4095 (4096)"
"3889","sf-ecm-004","Windows","Active","R704750","CIT","Information Systems","vm57","119","2 Physical, 4 Logical","4095 (4096)"
"3890","sf-ecm-np016","Windows","Active","R704750","CIT","Information Systems","vm57","119","2 Physical, 2 Logical","2047 (2048)"
"3891","sf-ecm-np017","Windows","Active","R704750","CIT","Information Systems","vm57","119","2 Physical, 2 Logical","2047 (2048)"
"3892","sf-itso-imager0","Windows","Active","R504704","CIT","IT Security","gl89","9295","2 Physical, 2 Logical","4095 (4096)"
"3893","lib-usda-03.serverfarm.cornell.edu","Linux","Active","L918741","CALS Mann Library","","cam2","116","2 physical, 2 logical","7868 (8192)"
"3894","webhost046.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","1873 (2048)"
"3895","webhost047.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","1873 (2048)"
"3896","sf-raisdev-01","Windows","Active","G474803","OFFICE OF VICE PROVOST FOR RESEARCH","RAIS - GP ALLOCATION","zj52","149","1 Physical, 1 Logical","4095 (4096)"
"3897","webhost048.serverfarm.cornell.edu","Linux","Active","G244705","AVP Operations","Budget","wcl9","76","1 physical, 1 logical","1873 (2048)"
"3898","sf-infranode058.serverfarm.cornell.edu","Linux","Active","R524870","CIT","Systems & Operations","ljc1","86","4 physical, 4 logical","5848 (6144)"
"3899","sf-clearpass-t1","Appliance","Co-Hosted","R532512","CIT","Network & Communication Services","ljc1","0","Not Provided","Not Provided (4096)"
"3900","oxton149.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","726","2 physical, 2 logical","3828 (4096)"
"3901","oxton150.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","726","2 physical, 2 logical","7868 (8192)"
"3902","sf-infranode059.serverfarm.cornell.edu","Linux","Active","R524870","CIT","Systems & Operations","ljc1","90","1 physical, 1 logical","992 (1024)"
"3903","acadtech14.serverfarm.cornell.edu","Linux","Active","R554722","CIT","Academic Technology Services & User Support","tam42","194","1 physical, 1 logical","992 (1024)"
"3904","acadtech15.serverfarm.cornell.edu","Linux","Active","R554733","CIT","Academic Technology Services & User Support","tam42","805","1 physical, 1 logical","1873 (2048)"
"3905","webhost049.serverfarm.cornell.edu","Linux","Active","G364713","ALUMNI AFFAIRS & DEVELOPMENT SERVICES","","las236","76","1 physical, 1 logical","3828 (4096)"
"3906","lib-dev-023.serverfarm.cornell.edu","Linux","Active","L914707","CALS Mann Library","DIGITAL LIBRARY SUPPORT","cam2","57","2 physical, 2 logical","1873 (2048)"
"3907","sf-dfacit-wb-03","Windows","Active","G104700","FINANCIAL SYSTEMS","","sjc37","279","1 Physical, 1 Logical","2047 (2048)"
"3908","bmw124.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","200","1 physical, 1 logical","3828 (4096)"
"3909","bmw125.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","199","1 physical, 1 logical","3828 (4096)"
"3910","bmw126.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","254","1 physical, 1 logical","3828 (4096)"
"3911","webhost050.serverfarm.cornell.edu","Linux","Active","G714700","COMMUNICATIONS","","zad3","116","2 physical, 2 logical","3828 (4096)"
"3912","webhost051.serverfarm.cornell.edu","Linux","Active","G714700","COMMUNICATIONS","","zad3","116","2 physical, 2 logical","3828 (4096)"
"3913","webhost052.serverfarm.cornell.edu","Linux","Active","G714700","COMMUNICATIONS","","zad3","110","2 physical, 2 logical","3812 (4080)"
"3914","webhost053.serverfarm.cornell.edu","Linux","Active","G714700","COMMUNICATIONS","","zad3","116","2 physical, 2 logical","3828 (4096)"
"3915","webhost054.serverfarm.cornell.edu","Linux","Active","G714700","COMMUNICATIONS","","zad3","116","2 physical, 2 logical","3828 (4096)"
"3916","webhost055.serverfarm.cornell.edu","Linux","Active","G714700","COMMUNICATIONS","","zad3","116","2 physical, 2 logical","3828 (4096)"
"3917","webhost056.serverfarm.cornell.edu","Linux","Active","G923210","University Communications","","zad3","96","2 physical, 2 logical","7868 (8192)"
"3918","webhost057.serverfarm.cornell.edu","Linux","Active","G923210","University Communications","","zad3","96","2 physical, 2 logical","7868 (8192)"
"3919","sf-leeds32","Windows","Active","R704710","CIT","IT Security","se10","104","2 Physical, 2 Logical","8191 (8192)"
"3920","bmw127.serverfarm.cornell.edu","Linux","Gone","R534702","CIT","Information Systems","gm228","578","2 physical, 2 logical","7868 (8192)"
"3921","bmw128.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","jrc42","529","2 physical, 2 logical","7868 (8192)"
"3922","sf-leeds33","Windows","Active","R704710","CIT","IT Security","se10","89","1 Physical, 1 Logical","2047 (2048)"
"3923","webhost058.serverfarm.cornell.edu","Linux","Active","F274700","OFFICE OF COMPUTING AND INFORMATION SCIENCE","","spb32","96","1 physical, 1 logical","1873 (2048)"
"3924","sf-fs-tweb-013","Windows","Active","R513845","CIT","","pb10","149","4 Physical, 4 Logical","16383 (16384)"
"3925","sf-fs-tsrv-016","Windows","Active","R513845","CIT","","pb10","189","2 Physical, 2 Logical","12287 (12288)"
"3926","sf-fs-tsrv-017","Windows","Active","R513845","CIT","","pb10","149","2 Physical, 2 Logical","8191 (8192)"
"3927","sf-fs-tsrv-018","Windows","Active","R513845","CIT","","pb10","149","2 Physical, 2 Logical","8191 (8192)"
"3928","sf-avocado02","Windows","Active","R554764","CIT","Academic Technology Services & User Support","dbt1","89","1 Physical, 1 Logical","2047 (2048)"
"3929","xwebhost018.serverfarm.cornell.edu","Linux","Gone","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","1873 (2048)"
"3930","lib-dev-024.serverfarm.cornell.edu","Linux","Active","L683714","DIGITAL LIBRARY AND INFORM TECH","","cam2","435","2 physical, 2 logical","1873 (2048)"
"3931","lib-dev-025.serverfarm.cornell.edu","Linux","Active","L914707","CALS Mann Library","DIGITAL LIBRARY SUPPORT","cam2","136","2 physical, 2 logical","1873 (2048)"
"3932","net-print-test2.cit.cornell.edu","Linux","Gone","R513866","CIT","Systems & Operations","vm57","69","1 physical, 1 logical","1873 (2048)"
"3933","webhost059.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","111","2 physical, 2 logical","3828 (4096)"
"3934","sf-poblano05","Windows","Active","R513866","CIT","Systems & Operations","vm57","139","4 Physical, 4 Logical","8191 (8192)"
"3935","SF-DDPE-001","Windows","Active","R554767","CIT","Academic Technology Services & User Support","amb3","139","1 Physical, 1 Logical","8191 (8192)"
"3936","lib-dev-026.serverfarm.cornell.edu","Linux","Gone","L914707","CALS Mann Library","DIGITAL LIBRARY SUPPORT","cam2","234","2 physical, 2 logical","1873 (2048)"
"3937","acadtech16.serverfarm.cornell.edu","Linux","Active","R554722","CIT","Academic Technology Services & User Support","tam42","121","2 physical, 2 logical","3828 (4096)"
"3938","acadtech17.serverfarm.cornell.edu","Linux","Active","R554722","CIT","Academic Technology Services & User Support","tam42","126","1 physical, 1 logical","1873 (2048)"
"3939","webhost060.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","81","2 physical, 2 logical","3828 (4096)"
"3940","lib-dev-027.serverfarm.cornell.edu","Linux","Active","L683714","DIGITAL LIBRARY AND INFORM TECH","","cam2","96","2 physical, 2 logical","1873 (2048)"
"3941","sf-lib-app-017.serverfarm.cornell.edu","Linux","Active","L854711","DIGITAL LIBRARY AND INFORM TECH","","cam2","238","6 physical, 6 logical","16060 (16384)"
"3942","acadtech18.serverfarm.cornell.edu","Linux","Active","R554722","CIT","Academic Technology Services & User Support","tam42","441","1 physical, 1 logical","992 (1024)"
"3943","acadtech19.serverfarm.cornell.edu","Linux","Active","R554722","CIT","Academic Technology Services & User Support","tam42","258","1 physical, 1 logical","992 (1024)"
"3944","sf-sas-g-db001","Windows","Active","G124708","SAS","ADMISSIONS AND FINANCIAL AID","mm129","2379","4 Physical, 4 Logical","16383 (16384)"
"3945","sf-sas-g-ap005","Windows","Active","G124708","SAS","ADMISSIONS AND FINANCIAL AID","mm129","149","2 Physical, 2 Logical","8191 (8192)"
"3946","sf-leeds34","Windows","Active","R704710","CIT","IT Security","se10","129","2 Physical, 2 Logical","16383 (16384)"
"3947","sf-sas-g-ap006","Windows","Active","G124708","SAS","ADMISSIONS AND FINANCIAL AID","mm129","129","2 Physical, 2 Logical","4095 (4096)"
"3948","sf-sas-g-ap007","Windows","Active","G124708","SAS","ADMISSIONS AND FINANCIAL AID","mm129","129","2 Physical, 2 Logical","4095 (4096)"
"3949","sf-sas-web-113","Windows","Active","G123008","SAS IT Enterprise","","mm129","129","2 Physical, 2 Logical","4095 (4096)"
"3950","dodot1.ornith.cornell.edu","Linux","Active","1718460","LABORATORY OF ORNITHOLOGY","","jag73","145","2 physical, 2 logical","11908 (12288)"
"3951","sf-sas-g-db002","Windows","Active","G124708","SAS","ADMISSIONS AND FINANCIAL AID","mm129","1679","4 Physical, 4 Logical","12287 (12288)"
"3952","cambridge99.serverfarm.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","77","2 physical, 2 logical","3828 (4096)"
"3953","cambridge08.serverfarm.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","116","2 physical, 2 logical","3828 (4096)"
"3954","sf-chicken19.serverfarm.cornell.edu","Linux","Active","1713628","LABORATORY OF ORNITHOLOGY","","jag73","128","2 physical, 2 logical","3828 (4096)"
"3955","bmw129.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","2242","4 physical, 4 logical","15947 (16384)"
"3956","bmw130.serverfarm.cornell.edu","Linux","Gone","R534702","CIT","Information Systems","gm228","175","2 physical, 2 logical","7868 (8192)"
"3957","lib-discovr-08.serverfarm.cornell.edu","Linux","Active","L854711","DIGITAL LIBRARY AND INFORM TECH","","cam2","333","2 physical, 2 logical","3828 (4096)"
"3958","lib-dev-028.serverfarm.cornell.edu","Linux","Active","L854711","DIGITAL LIBRARY AND INFORM TECH","","cam2","136","2 physical, 2 logical","1873 (2048)"
"3959","lib-dev-029.serverfarm.cornell.edu","Linux","Active","L854711","DIGITAL LIBRARY AND INFORM TECH","","cam2","77","2 physical, 2 logical","1873 (2048)"
"3960","ilr-rochester1-60d.net.cornell.edu","Appliance","Gone"," "," "," ","ljc1","0","Not Provided","Not Provided ()"
"3961","sf-sri-01","Windows","Gone","S103200","SURVEY RESEARCH INSTITUTE","ILR","xx37","379","1 Physical, 1 Logical","12287 (12288)"
"3962","sf-sri-02","Windows","Gone","S103200","SURVEY RESEARCH INSTITUTE","ILR","xx37","209","1 Physical, 1 Logical","8191 (8192)"
"3963","sf-sri-03","Windows","Gone","S103200","SURVEY RESEARCH INSTITUTE","ILR","xx37","209","1 Physical, 1 Logical","12287 (12288)"
"3964","ws200.ornith.cornell.edu","Linux","Active","1718460","LABORATORY OF ORNITHOLOGY","","jag73","1032","4 physical, 4 logical","15947 (16384)"
"3965","sf-poblano06","Windows","Active","R513866","CIT","Systems & Operations","vm57","139","1 Physical, 1 Logical","2047 (2048)"
"3966","webhost061.serverfarm.cornell.edu","Linux","Active","S244720","Office of the Vice Provost","","sml34","76","1 physical, 1 logical","1873 (2048)"
"3967","webhost062.serverfarm.cornell.edu","Linux","Active","U764300","Lab. of Atomic & Solid State Physics","L A S S P - GENERAL","rbr2","136","1 physical, 1 logical","1873 (2048)"
"3968","webhost063.serverfarm.cornell.edu","Linux","Active","G364713","ALUMNI AFFAIRS & DEVELOPMENT SERVICES","","las236","76","1 physical, 1 logical","3828 (4096)"
"3969","lib-dev-030.serverfarm.cornell.edu","Linux","Active","L914707","CALS Mann Library","DIGITAL LIBRARY SUPPORT","cam2","77","2 physical, 2 logical","3828 (4096)"
"3971","sf-xcapps-np006.serverfarm.cornell.edu","Linux","Active","R704750","CIT","Information Systems","vm57","234","2 physical, 2 logical","1873 (2048)"
"3972","lib-usda-04.serverfarm.cornell.edu","Linux","Active","L918741","CALS Mann Library","","cam2","136","2 physical, 2 logical","1873 (2048)"
"3973","sf-xcapps-np007","Windows","Active","R704750","CIT","Information Systems","vm57","279","2 Physical, 2 Logical","4095 (4096)"
"3974","sf-thompson16","Windows","Active","R524881","CIT","Systems & Operations","frb29","259","2 Physical, 4 Logical","12287 (12288)"
"3975","webhost064.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","2883 (3072)"
"3976","sf-citdsrv-025","Windows","Active","R554702","CIT","Office of Administration","amb3","179","1 Physical, 1 Logical","4095 (4096)"
"3977","cork49.serverfarm.cornell.edu","Linux","Active","R704710","CIT","IT Security","se10","52","1 physical, 1 logical","3828 (4096)"
"3978","cork48.serverfarm.cornell.edu","Linux","Active","R704710","CIT","IT Security","se10","52","1 physical, 1 logical","3828 (4096)"
"3979","msg-build-rh5-32.serverfarm.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","57","1 physical, 1 logical","2026 (2048)"
"3980","msg-build-rh5-64.serverfarm.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","57","1 physical, 1 logical","2009 (2048)"
"3981","msg-build-rh6-32.serverfarm.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","57","1 physical, 1 logical","1891 (2048)"
"3982","msg-build-rh6-64.serverfarm.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","57","1 physical, 1 logical","1873 (2048)"
"3983","webhost065.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","992 (1024)"
"3984","webhost066.serverfarm.cornell.edu","Linux","Active","G364713","ALUMNI AFFAIRS & DEVELOPMENT SERVICES","","las236","129","2 physical, 2 logical","7868 (8192)"
"3985","webhost067.serverfarm.cornell.edu","Linux","Active","E543100","ENGINEERING OIT","","sml34","76","1 physical, 1 logical","3828 (4096)"
"3986","webhost069.serverfarm.cornell.edu","Linux","Active","G474803","OFFICE OF VICE PROVOST FOR RESEARCH","RAIS - GP ALLOCATION","zj52","127","1 physical, 1 logical","3828 (4096)"
"3987","webhost068.serverfarm.cornell.edu","Linux","Active","G474803","OFFICE OF VICE PROVOST FOR RESEARCH","RAIS - GP ALLOCATION","zj52","127","1 physical, 1 logical","3828 (4096)"
"3988","sf-ps-016","Linux","Active","R704750","CIT","Information Systems","vm57","234","2 physical, 2 logical","3947 (4096)"
"3989","sf-ps-017","Linux","Active","R704750","CIT","Information Systems","vm57","234","2 physical, 2 logical","3947 (4096)"
"3990","sf-ps-018","Windows","Active","R704750","CIT","Information Systems","vm57","259","2 Physical, 2 Logical","4095 (4096)"
"3991","granada10.mail.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","2543","2 physical, 2 logical","15947 (16384)"
"3992","lib-arxiv-016.serverfarm.cornell.edu","Linux","Active","L683714","DIGITAL LIBRARY AND INFORM TECH","","cam2","802","2 physical, 2 logical","3828 (4096)"
"3993","maxima10.mail.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","1291","2 physical, 2 logical","7868 (8192)"
"3994","maxima11.mail.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","1291","2 physical, 2 logical","7868 (8192)"
"3995","maxima12.mail.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","1291","2 physical, 2 logical","7868 (8192)"
"3996","maxima13.mail.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","1291","2 physical, 2 logical","7868 (8192)"
"3997","maxima14.mail.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","1291","2 physical, 2 logical","7868 (8192)"
"3998","maxima15.mail.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","1291","2 physical, 2 logical","7868 (8192)"
"3999","maxima16.mail.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","1291","2 physical, 2 logical","7868 (8192)"
